;game_name;review_text;hours_played;rating;found_helpful;product_count;review_date;review_length
119;For The Warp;19 2021 EARLY ACCESS REVIEW This needs a good deal of work It has a lot of promise but being so close to release and still so buggy and looking so fuzzy/hazy at times This feels like a mobile game that is getting tested first through Steam and feels like it at times The aesthetic is nice but even slay the spire has better/smoother animations Also doesnt bug out as much and lose you cards/money/etc Ill have to check it out again after release to see if it fixed itself or is mostly aesthetic knockoff of a mobile-but-only-pc slay the spire;0.9;0.0;1.0;136.0;19 April, 2021;553
120;For The Warp;30 No;1.7;0.0;0.0;190.0;30 March, 2022;6
121;For The Warp;7/10 Decent roguelike deck builder with excellent pixel graphics that is easy to pick up and enjoy It feels a little too shallow at times and like there could be more replay options to spice things up;9.5;1.0;0.0;2111.0;03 May, 2022;203
122;For The Warp;21 Never played a space card game before was better than expected;20.9;1.0;0.0;570.0;21 April, 2022;67
123;For The Warp;2 Enjoyable deck-builder with nice aesthetics that could use some QoL improvements but still worth the price if youre looking for a new one;6.6;1.0;0.0;196.0;02 April, 2022;140
124;For The Warp;2 I enjoy it however needs some more work I think I especially enjoyed the carrier ship and the drones was pretty fun;1.0;1.0;0.0;104.0;02 April, 2022;120
125;For The Warp;5 2020 EARLY ACCESS REVIEW Follow our curator for similar games https//storesteampoweredcom/curator/35180752-3-point-play/  Space themed Slay the Spire + challenging + replayability = EA roguelike deckbuilding using 1 of 3 ships to reach portal Encounter stations ruins friendlies and enemies with rewards Great game;1.8;1.0;6.0;2967.0;05 April, 2020;325
126;For The Warp;27 Not as good as some of the card rougelights out there but still not terrible  Has a lot of annoying little bugs though Cards not doing what they say No display for your ship about status effects  The deck building also needs another balance pass Some cards are just not any good;12.0;1.0;0.0;519.0;27 April, 2022;287
128;For The Warp;12 Nice artwork nice tunes The only truly negative thing I can say about the game is its overreliance on RNG I get its meant to be a roguelike but the balance or lack thereof is all over the place I cant begin to tell you the number of runs ended in the first sector because of several clusters of enemies that all spam their attacks and leave you at half or less health past the first encounter then the sector one enemies that enjoy their 10 ~ 23 damage attacks  Yes enemy attack values vary wildly unlike yours which are static Their Burn damage also pierces/ignores your Shields/Block while yours cant do the same  That said its still entertaining for what it is but if the talk about its balancing or lack of certain elements common to deckbuilders of this kind puts you off Id suggest waiting for a sale or watching someone else play it before deciding;9.8;1.0;0.0;701.0;12 April, 2022;881
130;For The Warp;31 Beautiful pixel art Good gameplay card variety is solid but not amazing;19.8;1.0;0.0;486.0;31 March, 2022;77
131;For The Warp;ry 9 EARLY ACCESS REVIEW Great game although you can not sell a card for x amount of money it just does not work atm;6.5;1.0;0.0;109.0;09 February, 2022;118
132;For The Warp;er 25 2021 EARLY ACCESS REVIEW Not much to say yet but its fun;16.0;1.0;0.0;87.0;25 December, 2021;66
133;For The Warp;1 Its not bad Its a bit RNG heavy and bit light on content but it isnt overly expensive The pixel art and general gameplay mechanics are good A bit of fleshing out and variety in both fights and encounters would help along with a bit less of the aforementioned RNG The fuel mechanic is kind of whatever if you have a good deck;9.9;1.0;0.0;262.0;01 April, 2022;336
135;For The Warp;31 This game reminds me of the good times I had in Slay the Spire If you like deckbuilding this is a great game for you Spire was the first game that got me into deckbuilding but it felt too rigid and linear This one gives a lot more path choices and as far as strats/builds go it feels more flexible;8.7;1.0;0.0;144.0;31 March, 2022;307
136;For The Warp;30 I lean on the side of recommending this game however it seems like something about it makes me both love it and hate it I enjoy the game play and the styling of it makes it enjoyable But I feel like the art or game play just doesnt fit all together Its not terrible but it just seems like its lacking something Like a song without a chorus Feels like its got some good versus and its going somewhere but it just doesnt feel complete  Id definitely keep this game on deck if youre on the fence about getting it but if you feel like scratching an itch for some card battling then maybe this will be your scratch post;0.4;1.0;0.0;816.0;30 March, 2022;632
137;For The Warp;ry 5 EARLY ACCESS REVIEW kinda fun but way to meany bugs on my first run for some reason my ship did not take any damage from attack leading to an easy not fun win on my 2nd run game would 3 times when leaving events/combat the game got sort of soft locked were i had to quit to main menu and continue run to to keep playing not game breaking but very annoying;11.1;0.0;0.0;67.0;05 February, 2022;365
138;For The Warp;y 16 EARLY ACCESS REVIEW Enjoyable and a lot of potential but sadly lacking content Finished in about 3 hours including hardcore Game was released two years ago and is still early access expected more;6.5;1.0;0.0;145.0;16 January, 2022;205
139;For The Warp;er 4 2021 EARLY ACCESS REVIEW A very enjoyable deckbuilder Im a huge fan of Monster Train and this is scratching that same itch The art deserves a shoutout too I love the little details in the ships and stations;7.6;1.0;0.0;3516.0;04 December, 2021;218
140;For The Warp;er 6 2021 EARLY ACCESS REVIEW Excellent little indy FTL style game almost no bugs for an alpha high replayability factor - 301 enemies leveled on my last playthrough;56.0;1.0;0.0;26.0;06 November, 2021;169
141;For The Warp;r 28 2021 EARLY ACCESS REVIEW the difficulty spikes need ironing out but so far it is fun;38.8;1.0;0.0;135.0;28 October, 2021;91
142;For The Warp;r 18 2021 EARLY ACCESS REVIEW Addictive fun and simple One of the best most intuitive deck builders Ive played Id kill for a deck builder;13.4;1.0;0.0;319.0;18 October, 2021;146
143;For The Warp;er 28 2021 EARLY ACCESS REVIEW Take one part FTL Faster Than Light and mix in a healthy helping of Slay the Spire then add just a tiny pinch of Halcyon 5s graphical style and you get this roguelike deckbuilder card combat game set in space While some of the strategies in the game appear to be more or less valid than others theres enough there to make the time spent worth it Overall the gameplay feels both familiar and fresh at the same time  Ive played it for 25 hours in one sitting and I am sure Ill come back to it more in the future;29.8;1.0;0.0;1158.0;28 November, 2021;555
144;For The Warp;er 27 2021 EARLY ACCESS REVIEW Early Access review mostly entertaining but seems to make no attempt at balance A balance pass will presumably come before the launch from Early Access post-Early Access update nope no apparent attempts at balance If the Heart of the Cards smiles on you you will draw amazing combos for free or not need combos at all due to single-card win conditions Or occasionally you will roll up to an enemy who will immediately attack for more damage than your hull+shields combined while you draw no defense  This game has promise and will probably get better but as of November 2021 it is not a game I can recommend;5.9;0.0;0.0;1453.0;27 November, 2021;652
